customerId,products
0,20
1,2
1,2
1,23
1,68
1,68
1,111
1,29
1,86
1,107
1,152
2,111
2,107
2,29
2,11
2,11
2,11
2,33
2,23
3,164
3,227
5,2
5,2
6,144
6,144
6,55
6,266
7,135
7,206
7,259
8,79
8,8
8,8
8,48
9,102
9,2
9,2
9,297
10,84
10,77
10,290
10,260
11,25
11,127
11,127
12,18
12,183
12,287
12,172
12,289
13,79
13,8
13,8
13,38
14,2
14,2
14,20
14,20
14,20
15,251
15,143
16,2
17,49
17,49
17,49
17,279
17,279
17,279
18,70
18,135
19,48
19,8
20,20
20,20
20,20
20,281
20,281
20,281
20,287
20,287
20,287
21,259
21,198
22,29
22,11
22,44
22,195
23,36
23,36
23,61
23,201
24,236
24,236
24,2
25,1
25,20
25,18
25,18
25,18
25,259
25,259
25,2
25,2
25,2
28,11
28,11
28,11
28,29
28,29
28,29
29,2
29,2
29,124
29,251
29,192
29,47
30,297
30,256
32,159
33,23
33,11
33,41
33,36
33,23
33,36
33,38
33,264
33,11
33,79
34,115
34,41
34,81
34,205
34,20
35,56
35,62
36,145
36,20
36,20
36,20
37,73
37,40
37,25
38,175
38,102
38,102
39,241
39,241
39,43
40,118
40,118
40,118
40,33
40,156
40,156
40,25
40,2
40,2
40,2
41,41
41,2
41,2
42,229
42,229
42,229
42,70
43,48
43,8
43,8
44,11
44,11
44,11
44,2
44,2
45,263
46,172
46,205
46,250
48,47
49,2
51,44
51,33
52,124
52,124
53,47
54,18
54,18
54,102
54,102
54,20
54,12
56,2
57,172
57,135
58,231
58,2
58,2
58,2
59,100
59,112
59,21
60,2
60,2
60,184
60,15
61,17
65,208
65,9
65,143
65,143
66,2
67,192
68,33
70,20
70,20
71,2
71,2
72,134
72,11
72,23
72,134
72,170
72,23
72,23
72,11
72,170
72,11
73,100
73,112
76,146
78,273
79,253
80,111
80,33
81,135
81,135
87,2
87,111
87,162
87,20
87,186
87,111
87,162
87,111
87,2
87,20
89,199
89,199
89,2
89,172
90,2
90,2
90,143
91,76
91,20
93,51
93,224
93,41
93,41
94,11
94,11
94,15
95,44
95,287
96,2
96,2
96,20
96,20
96,20
96,44
96,44
97,177
97,177
97,177
98,20
98,2
98,2
99,259
99,259
99,97
100,62
100,0
100,0
100,0
100,6
100,67
101,214
101,47
102,192
103,36
103,48
104,2
105,107
105,29
105,23
105,23
105,11
105,11
106,70
109,183
109,183
109,183
110,143
110,143
111,165
111,165
111,132
111,44
111,44
111,20
111,20
111,57
111,29
112,172
112,261
113,260
114,2
114,2
114,2
114,281
115,2
117,11
118,260
119,29
119,29
119,29
119,23
119,23
119,23
119,107
119,107
119,107
120,79
120,116
120,96
120,36
120,70
121,76
121,173
121,173
121,2
121,148
122,260
122,133
122,133
123,21
123,143
123,143
124,264
125,43
126,48
126,194
126,8
126,79
126,36
126,61
127,195
127,115
130,118
131,11
131,11
131,23
131,23
134,287
134,150
135,107
135,107
135,23
135,23
135,140
137,61
137,2
137,2
137,167
139,135
139,33
139,287
139,17
139,102
139,20
139,243
139,23
139,61
139,33
140,263
140,11
141,149
142,23
142,23
142,107
142,107
142,29
142,29
142,12
142,12
142,12
143,2
144,2
144,2
145,29
145,29
145,29
145,2
146,2
146,122
146,20
146,33
147,67
147,116
147,287
147,287
148,144
148,111
148,127
148,127
149,148
149,175
150,23
150,23
150,23
152,263
152,114
152,29
152,11
152,2
152,33
153,36
153,79
153,48
153,38
153,134
153,134
153,134
153,8
154,20
154,195
155,43
155,43
156,20
156,192
156,89
157,20
157,20
157,20
158,298
159,2
159,2
160,41
160,41
160,41
160,118
162,263
162,8
162,8
162,261
163,2
164,17
164,17
164,51
164,2
164,2
164,2
164,55
167,25
167,20
167,11
167,11
167,11
167,23
167,25
167,41
167,25
167,107
168,15
168,195
168,1
170,2
170,20
172,150
172,79
172,63
172,229
172,229
172,168
172,264
172,192
172,36
173,135
173,20
173,165
173,165
174,20
174,199
174,2
175,243
175,243
175,165
176,66
177,2
177,29
177,29
178,118
178,33
178,47
178,263
179,15
181,23
182,89
182,89
182,89
182,259
182,160
182,160
183,11
183,11
184,2
184,29
184,124
184,150
184,25
185,2
186,2
186,2
187,168
187,168
188,11
188,112
188,29
190,2
190,2
191,33
191,33
4,199
4,289
8,36
10,66
10,66
10,66
11,213
14,2
14,2
14,120
14,120
14,146
14,20
14,20
14,20
27,17
32,12
32,12
32,12
38,231
38,50
38,282
40,47
40,2
40,2
40,2
51,15
69,11
69,11
69,11
69,234
69,102
69,102
69,29
84,112
84,20
85,47
100,201
100,201
100,27
105,250
108,44
108,44
108,44
114,61
114,21
114,194
114,38
114,170
114,181
114,181
114,181
114,36
114,36
127,33
127,33
127,33
128,10
128,26
128,26
128,26
136,21
136,107
136,29
136,23
136,2
136,2
136,20
136,45
136,45
137,157
152,236
153,47
153,47
153,47
154,148
156,277
156,25
162,162
162,162
162,107
162,107
162,107
165,87
169,251
172,77
172,2
172,172
172,20
172,20
172,143
172,44
180,166
193,145
193,243
193,289
193,173
193,266
194,175
194,183
194,25
194,175
194,183
194,65
194,20
194,146
194,25
194,77
195,287
195,287
195,181
195,241
195,241
195,139
195,148
195,29
195,29
196,82
196,82
196,82
196,25
196,20
198,297
198,94
198,47
199,252
199,252
199,252
199,107
199,107
199,107
199,118
199,118
199,118
200,1
200,25
200,25
200,122
200,268
201,25
201,25
201,20
201,20
201,20
201,100
201,100
201,100
202,79
202,79
202,8
202,241
202,79
202,48
202,8
202,48
202,241
202,8
203,2
203,2
203,2
203,44
204,252
204,252
204,252
204,0
204,0
204,118
206,20
206,181
206,181
207,2
207,2
207,33
207,33
207,33
207,227
207,20
208,143
208,210
208,15
208,231
208,18
208,211
209,182
209,182
209,43
210,213
210,178
210,289
210,289
211,190
211,49
211,172
212,110
212,110
212,11
212,11
213,13
213,2
213,73
214,263
214,11
214,11
214,11
215,239
215,281
215,291
215,165
215,165
216,146
216,17
217,17
217,146
217,210
217,297
217,195
219,29
219,297
219,2
219,2
219,23
219,107
219,107
220,133
220,101
221,20
221,20
221,17
221,17
221,11
221,11
221,11
223,151
223,151
225,168
225,148
225,119
226,169
226,169
226,169
227,41
227,41
227,25
227,68
227,68
228,68
228,88
228,44
228,68
228,64
228,78
228,68
228,261
228,261
228,88
229,259
229,25
229,227
229,275
229,33
229,206
229,191
229,275
229,25
229,199
230,215
230,259
230,259
230,118
230,118
230,118
231,20
231,20
231,56
231,56
231,193
231,193
232,286
232,44
232,44
233,143
233,23
233,107
233,145
233,191
233,268
233,268
233,268
233,2
233,2
234,33
235,272
235,264
235,172
235,73
235,26
235,26
235,237
236,214
236,21
236,2
236,2
237,107
237,107
237,107
237,227
237,297
237,172
240,97
241,2
241,1
241,33
241,33
241,33
241,2
241,216
241,20
241,15
241,47
242,23
242,23
242,213
242,2
242,2
242,107
242,107
243,144
243,86
243,41
243,41
243,39
243,12
244,203
244,9
244,143
244,143
244,143
244,63
244,205
245,44
245,44
245,29
245,29
245,29
246,71
246,50
246,175
246,9
247,23
247,23
247,20
247,33
247,11
247,11
247,111
247,29
247,29
248,163
248,163
248,135
249,134
249,110
249,110
249,181
249,8
249,8
250,213
250,2
251,2
251,279
251,279
251,47
251,33
252,234
252,234
252,234
252,111
252,43
252,33
252,20
253,20
253,70
253,70
253,70
253,116
253,116
254,23
254,23
254,23
254,234
254,234
254,20
254,20
255,36
255,36
255,8
255,122
256,273
257,208
257,249
257,249
257,249
258,2
259,78
259,78
259,168
259,168
259,116
259,184
259,208
259,18
259,18
259,18
260,106
260,44
260,1
260,102
260,102
260,12
261,2
261,20
263,66
263,66
263,81
263,16
265,2
265,21
265,33
265,33
265,33
266,12
266,273
266,2
266,2
266,21
266,1
267,91
267,91
267,48
267,2
267,25
267,8
268,170
268,13
268,20
268,118
268,83
268,118
268,9
268,20
268,192
268,148
269,236
269,236
270,143
270,143
270,30
271,198
271,99
271,236
271,191
271,237
272,15
273,13
274,29
274,29
274,29
274,11
274,11
274,11
274,198
275,20
275,25
275,213
275,213
275,213
275,2
275,172
275,43
275,43
276,12
276,186
277,70
277,150
277,73
277,60
277,116
277,73
277,266
277,102
277,60
277,116
278,12
278,289
278,289
278,289
278,23
278,23
278,64
278,64
279,134
279,97
279,15
279,273
279,115
280,47
282,25
282,25
282,281
282,2
282,2
282,12
283,211
283,118
283,118
283,289
284,121
284,121
284,121
285,24
285,77
285,77
285,13
286,102
286,102
286,102
286,287
287,50
287,258
287,133
287,158
287,195
288,269
288,247
288,259
288,275
288,145
289,44
290,49
290,196
290,190
290,38
290,48
290,196
290,8
290,61
290,48
290,49
291,201
291,201
295,1
296,193
296,193
296,41
296,41
296,41
296,17
297,60
297,133
297,31
297,166
297,268
297,268
297,289
297,289
298,11
298,46
298,1
298,57
300,96
301,1
301,102
301,2
301,2
301,2
301,167
301,115
301,48
301,79
301,199
302,6
302,6
302,6
303,146
303,97
303,224
304,156
305,110
305,110
306,1
306,267
307,228
307,9
307,9
308,21
308,297
308,47
310,170
310,283
310,283
310,78
311,95
311,91
311,91
312,61
314,193
315,297
316,25
316,172
316,66
316,124
316,168
316,224
317,47
317,11
317,23
317,29
318,29
318,2
318,2
318,214
318,214
318,23
318,23
318,11
318,11
319,215
319,134
319,195
319,148
319,170
319,170
321,2
321,20
321,20
322,29
322,23
323,16
323,16
325,57
325,20
325,71
325,25
326,238
326,260
326,260
328,49
328,12
328,250
328,175
328,51
328,49
328,44
328,190
328,250
328,66
329,20
329,20
329,287
329,287
330,269
331,102
331,102
331,2
331,2
332,146
332,33
332,111
332,142
334,183
335,2
335,109
335,118
335,26
335,224
335,114
335,118
335,109
335,118
335,143
337,97
338,29
338,29
338,107
338,107
338,33
338,23
338,23
339,13
339,298
339,33
341,36
341,44
341,44
341,44
341,2
341,11
341,11
341,11
341,194
342,160
343,68
343,68
343,252
343,252
343,252
344,20
344,20
344,214
344,214
344,214
344,33
345,58
345,58
345,58
345,15
345,15
345,15
346,212
346,26
346,26
348,66
348,272
348,39
348,283
349,213
349,160
350,4
350,84
350,13
352,39
352,2
352,21
353,2
353,2
357,32
358,142
359,2
359,2
360,2
361,2
361,167
362,33
362,135
365,127
365,127
365,127
366,199
366,199
366,227
368,11
368,11
368,11
368,23
368,23
368,107
368,20
369,107
369,250
369,23
370,33
370,29
370,29
372,143
372,20
374,46
375,298
376,208
376,231
376,71
376,71
378,47
378,263
378,263
378,20
379,2
380,289
380,37
380,37
380,37
380,175
380,175
380,118
380,118
380,118
380,214
382,13
382,43
382,282
384,166
385,50
385,23
385,23
385,76
385,275
385,20
385,198
386,106
386,206
387,17
388,84
388,193
388,193
388,213
388,2
388,2
390,11
390,11
390,11
390,23
390,23
390,23
392,79
392,8
393,47
393,236
393,236
394,111
394,33
395,20
395,2
395,2
395,2
397,152
397,41
397,41
397,234
397,234
397,20
397,20
399,213
399,9
399,2
399,77
399,282
399,100
400,107
400,107
400,23
400,23
400,11
400,11
401,46
401,177
401,177
401,20
402,33
402,2
402,2
403,192
403,192
403,192
405,20
405,2
405,2
407,2
407,2
407,228
407,97
407,91
407,91
409,195
411,124
411,91
411,91
412,233
412,2
412,94
413,190
413,185
414,236
414,148
415,50
415,50
415,9
415,9
415,9
417,88
419,29
419,29
419,29
420,91
420,91
422,2
422,2
422,51
422,51
426,2
426,2
426,2
427,94
427,145
427,287
429,33
431,21
431,43
431,43
434,160
434,160
436,261
436,47
436,29
436,23
440,11
440,23
442,44
442,33
442,2
442,44
442,44
442,25
442,2
442,261
442,48
442,8
443,77
444,243
444,243
444,243
445,246
445,246
445,154
445,154
446,186
446,186
446,33
447,33
447,2
448,268
448,15
449,26
449,268
450,182
450,182
450,182
450,58
450,58
450,58
451,110
451,2
451,159
451,18
451,57
451,250
451,264
451,234
451,110
451,18
452,213
452,213
452,213
453,175
454,20
454,32
454,32
455,234
455,234
455,234
456,120
456,33
456,263
456,263
456,2
456,2
457,134
457,44
457,20
457,181
457,179
458,20
458,20
458,20
459,214
459,20
459,20
459,20
460,184
460,184
461,107
461,36
461,298
461,25
461,79
461,25
461,23
461,8
461,107
461,48
462,175
462,266
462,265
462,265
463,128
463,15
463,88
463,88
463,88
463,229
463,229
463,76
464,23
464,29
464,11
464,217
464,33
464,12
464,23
464,263
464,11
464,23
465,284
465,53
465,53
465,77
465,33
465,2
465,47
465,246
465,246
466,264
467,44
467,44
467,110
467,106
467,201
467,61
467,273
467,2
467,110
467,2
468,57
469,97
469,229
469,229
470,66
470,124
470,60
470,60
473,23
474,201
474,50
474,125
474,125
474,9
474,259
476,195
476,162
476,2
476,15
477,47
477,20
480,15
482,2
483,11
483,11
484,25
484,168
484,168
484,130
485,133
485,133
485,133
486,77
486,148
486,181
487,2
487,2
487,45
487,213
487,1
489,44
489,44
489,44
489,133
489,133
489,133
490,11
490,11
490,11
492,44
492,44
492,184
492,184
493,181
494,2
495,17
495,17
496,3
496,3
496,3
498,29
498,29
498,29
498,106
498,106
498,11
498,11
498,11
499,111
499,61
500,29
500,29
500,20
500,20
500,23
501,144
502,17
502,214
503,20
503,20
504,264
504,79
504,7
504,231
504,265
504,283
504,192
504,55
504,194
504,211
505,157
506,44
507,111
507,150
507,287
507,70
508,110
508,110
508,25
509,279
509,279
510,33
511,259
511,21
513,195
515,2
515,2
516,111
516,290
516,64
516,209
516,9
516,9
518,230
518,230
518,230
519,206
519,67
519,102
519,251
520,134
520,107
520,29
520,23
520,148
520,170
522,190
522,190
522,49
523,279
523,40
523,234
523,49
524,2
524,2
525,26
525,45
525,9
526,33
526,33
529,32
530,182
530,182
531,166
531,166
531,286
532,234
533,57
534,239
534,239
534,239
534,2
535,102
535,213
537,2
537,2
537,8
537,8
537,36
538,135
538,257
538,9
538,231
538,214
538,214
539,44
539,111
539,50
539,182
540,13
540,20
540,20
540,20
540,76
540,199
541,247
541,247
542,209
542,41
542,41
542,41
542,68
542,68
543,99
544,48
