UserId,ProductId
A39HTATAQ9V7YF,205616461
A3JM6GV9MNOF9X,558925278
A1Z513UWSAAO0F,558925278
A1WMRR494NWEWV,733001998
A3IAAVS479H7M7,737104473
AKJHHD5VEH7VG,762451459
A1BG8QW55XHN6U,1304139212
A22VW0P4VZHDE3,1304139220
A3V3RE4132GKRO,130414089X
A327B0I7CYTEJC,130414643X
A1BG8QW55XHN6U,130414643X
AIFAAVTUYHEHB,130414643X
AVOGV98AYOFG2,1304146537
A22VW0P4VZHDE3,130414674X
AVOGV98AYOFG2,1304168522
A6R426V4J7AOM,1304168522
A22VW0P4VZHDE3,1304174778
AKGB62WGF35J8,1304174778
A22VW0P4VZHDE3,1304174867
A1BG8QW55XHN6U,1304174867
A1BG8QW55XHN6U,1304174905
A22VW0P4VZHDE3,1304196046
A22VW0P4VZHDE3,1304196062
A3A4C2K3TWDAO5,1304196070
A3FV2Q7WPZMQPV,1304196135
A22VW0P4VZHDE3,1304196135
A1RXI3A1E99112,1304351475
A26QL1FBQO9C0E,1304351475
A19KEEVZYO1KO6,1304351475
A1F6HRR58TQ2R0,1304351475
AVQP6PO1NK0IJ,1304351475
A32IWHU4TUEQZR,1304351475
ASPJCWRXUOYYY,1304351475
A1LAW520BT5AM0,1304351475
A3SWQ2QQ7JBPFA,1304351475
A2D7CPCZH5VFVZ,1304351475
A274NIJWOQWE30,1304351475
A2OMU0R0VM5O9I,1304351475
A2YFDS6DYGFLVQ,1304351475
AKA7T9TPISJ26,1304351475
AN33X95J5460X,1304351475
A2UEOW698J0SSR,1304351475
A22ZFXQE8AWPEP,1304482596
A6R426V4J7AOM,1304482596
A9ZNJ2AXPO652,1304482634
A169NC0ZW6XKRD,1304482685
AZWRTJPN7NXT,1304482685
A22ZFXQE8AWPEP,1304482685
AH344ZAN5GNOM,1304482685
A1YQUT1H2ENJ8U,1304482685
A22VW0P4VZHDE3,1304482685
A6R426V4J7AOM,1304488608
A22ZFXQE8AWPEP,1304495396
A6R426V4J7AOM,1304495396
A3C744AK5A6MMI,1304495396
A2H6SFTV2892Z8,1304511073
A225CH9TTQPC4B,1304511073
A2F6NPTGDMFXN9,1304511073
A2H6SFTV2892Z8,1304511081
A1DC0DSF3H3BCW,1304511081
A3TR91FJ4MNFY9,1304511081
A22ZFXQE8AWPEP,1304511111
A3IANSH41YHFP1,1304511111
A2NRG4NQMLHDJQ,1304511111
A6R426V4J7AOM,130451112X
A2H6SFTV2892Z8,1304511138
A22ZFXQE8AWPEP,1304511138
A32G79IU2NJ2HS,1304511138
A2H6SFTV2892Z8,1304511146
A3L2VTHD6W1E2Z,1304511146
A3L2VTHD6W1E2Z,1304511154
A1BG8QW55XHN6U,1304511154
A2H6SFTV2892Z8,1304622193
A22VW0P4VZHDE3,1304622193
A2H6SFTV2892Z8,1304622223
A6R426V4J7AOM,1304622428
A15THVWZS6GQZY,1304622428
A1BG8QW55XHN6U,1304622452
A2H6SFTV2892Z8,1304622460
A1VCW66KPTNUV8,1304622622
AO5JB67V93FBL,1304622622
A1GWD6BDCLGC82,1304622622
AJ85OD05LNNUY,1304622657
A1E5CS6UI1LWQF,1304622657
A1SWCNGOR3GMOQ,1304622657
A1BG8QW55XHN6U,1304622657
A22ZFXQE8AWPEP,1304622665
A22ZFXQE8AWPEP,1304624498
A2IOZRH02O4C9S,1304624498
A2H6SFTV2892Z8,1304624544
A1RGXKJ4RFIOCX,1304624544
A11OEJ4R1PDTLN,1304624544
A22ZFXQE8AWPEP,1304651029
A1BG8QW55XHN6U,1304651029
A1BG8QW55XHN6U,1304651088
A1BG8QW55XHN6U,130465110X
A1BG8QW55XHN6U,1304651118
A6R426V4J7AOM,1304651347
A1BG8QW55XHN6U,1304665704
AZ4FR14IPKML7,1304665720
A251DS38L87XWF,1304665720
A1BG8QW55XHN6U,1304665720
A22ZFXQE8AWPEP,130466578X
A1Z03R982SX8V2,1403790965
A1ZY0K46FYOTB6,1403790965
A3MAATZ091QZGE,1403790965
A35XCJ5P6ZKRE9,1403790965
A2B3YKKXVN28TW,1403790965
A2RDR51FRB58LD,1403790965
A2MSCG0YX85RL4,1403790965
A2P8AUMTM6O605,1403790965
A3SN6TKIXQI7RP,1403790965
A1MLJHYS35C4X6,1403790965
A2FTLN4PYZE7S6,1403790965
ATPHIBSTV1NY5,1412759676
A1QWS6V26JZ5OX,1412759676
A1VK4ALI1QOF5U,1412759676
A1GIXQUBPA0DPT,1412759676
A22L53OZ7IDQX3,1412759676
AAOU507M8SF9E,1412759676
A2DIOCFQZQFD9O,1451646526
A17Z7DO3IFHZOE,1457982633
A120LZ9VNR3YI0,1572671203
A39QH03VD9U048,1572671203
A95YCV8FK2LCM,1572671203
AP57TEKK91CIM,1572671203
A3OQ3FVYBU7SBD,1879187396
A2GDJP70RVLDKY,1906987238
A2BQ8DVGEGWAFY,1929099886
A2A0EW34FZH9Z7,1987958179
A1D6UAVLQUS41B,3222000565
A2VRUBSVHDDOU9,3222000565
A276N142RFK6EF,3222000565
A2HNQ3JHXDSVMW,322700075X
ADURH4ZDRMZV6,3227001055
AXVLSEEYTC4Z9,3227001055
AGGXC77INUISD,3227001055
